Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail
26521,825885,1034718,4150.0,4150.0,3900.0,36 months,18.39,150.85,10+ years,MORTGAGE,62000.0,Source Verified,Jul-11,Fully Paid,debt_consolidation,676xx,KS,4.06,1.0,Aug-97,0.0,13.0,5.0,1.0,989.0,98.90%,15.0,5430.391119,5103.26,4150.0,1280.39,Aug-14,157.84,,Nov-15,0
31264,1051869,1283379,27300.0,27300.0,27250.0,60 months,12.42,613.09,10+ years,MORTGAGE,56000.0,Verified,Dec-11,Fully Paid,debt_consolidation,416xx,KY,20.19,0.0,Jun-91,0.0,,15.0,0.0,28997.0,41.40%,43.0,36632.49998,36565.41,27300.0,9332.5,May-16,4751.82,,May-16,0
8060,537523,694336,24250.0,24250.0,24205.4925,60 months,13.23,554.63,6 years,RENT,101004.0,Verified,Jul-10,Fully Paid,debt_consolidation,015xx,MA,21.21,0.0,Dec-99,0.0,,9.0,0.0,39107.0,77%,17.0,33302.82995,33222.89,24250.0,9027.4,Aug-15,579.03,,Mar-16,0
23569,379491,405958,2200.0,2200.0,2179.74118,36 months,9.63,70.61,9 years,RENT,9732.0,Not Verified,Feb-09,Fully Paid,debt_consolidation,628xx,IL,18.62,0.0,Dec-94,0.0,,6.0,1.0,5209.0,46.90%,9.0,2538.025153,2514.03,2200.0,338.03,Dec-11,252.53,,Dec-11,0
27981,399020,441322,6000.0,6000.0,6000.0,36 months,16.63,212.82,4 years,OTHER,87500.0,Verified,May-09,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,101xx,NY,9.17,0.0,Dec-96,4.0,29.0,8.0,0.0,6155.0,35.10%,15.0,7700.025192,7700.03,6000.0,1670.03,May-12,239.09,Jun-12,Jun-16,0
4885,293410,293407,8600.0,8600.0,6942.15139,36 months,14.82,297.37,1 year,RENT,42600.0,Not Verified,Mar-08,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,191xx,PA,4.54,0.0,Sep-99,2.0,51.0,5.0,0.0,4181.0,97.20%,5.0,10705.07016,8642.59,8600.0,2105.07,Apr-11,316.83,Apr-11,Mar-11,0
9802,867893,1081535,14300.0,14300.0,14300.0,60 months,16.49,351.49,1 year,RENT,85000.0,Verified,Sep-11,Charged Off,house,207xx,MD,14.91,0.0,Oct-99,2.0,,7.0,0.0,568.0,10.50%,21.0,5974.44,5974.44,3273.72,2682.92,Dec-12,351.49,,Jun-16,1
13876,472938,597368,10000.0,10000.0,9601.75,36 months,12.18,333.0,< 1 year,MORTGAGE,18000.0,Not Verified,Jan-10,Charged Off,home_improvement,191xx,PA,10.07,1.0,Jul-97,1.0,7.0,8.0,0.0,7159.0,73.10%,14.0,1298.22,1248.77,700.46,296.92,Apr-10,333.0,,Jun-16,1
2297,619504,794026,25000.0,25000.0,24925.0,36 months,12.98,842.11,10+ years,MORTGAGE,149981.0,Verified,Nov-10,Fully Paid,home_improvement,065xx,CT,6.78,0.0,Sep-75,0.0,,5.0,0.0,125349.0,97.60%,10.0,30317.17242,30226.22,25000.0,5317.17,Dec-13,867.96,,Dec-13,0
625,638946,818514,3600.0,3600.0,3100.0,36 months,12.23,119.97,,RENT,10800.0,Verified,Dec-10,Fully Paid,debt_consolidation,245xx,VA,2.22,0.0,Jan-07,1.0,,11.0,0.0,199.0,3.60%,15.0,3794.072561,3267.13,3600.0,194.07,Jan-12,234.0,,Dec-15,0
12311,1009147,1235859,20000.0,20000.0,20000.0,36 months,11.71,661.52,7 years,RENT,80700.0,Verified,Nov-11,Fully Paid,debt_consolidation,946xx,CA,13.67,0.0,Nov-00,1.0,,7.0,0.0,7211.0,73.60%,19.0,23406.523,23406.52,20000.0,3406.52,Dec-13,7556.3,,May-15,0
1466,1039299,1269238,2400.0,2400.0,2400.0,36 months,17.27,85.89,5 years,RENT,13288.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,342xx,FL,8.76,0.0,Feb-08,0.0,,5.0,0.0,3096.0,64.50%,7.0,3092.011621,3092.01,2400.0,692.01,Dec-14,91.84,,Jun-15,0
4956,349950,351833,7500.0,7500.0,0.0,36 months,10.71,244.52,5 years,MORTGAGE,90000.0,Not Verified,Jun-08,Fully Paid,credit_card,752xx,TX,13.57,0.0,Sep-94,1.0,38.0,16.0,0.0,7957.0,26.40%,28.0,8412.46989,0.0,7500.0,912.47,Dec-09,4500.44,,Nov-09,0
26880,1007539,1234147,7000.0,7000.0,7000.0,36 months,6.03,213.05,10+ years,MORTGAGE,80000.0,Not Verified,Nov-11,Fully Paid,home_improvement,648xx,MO,13.39,0.0,Apr-98,0.0,,8.0,0.0,69500.0,0%,28.0,7588.29325,7588.29,7000.0,588.29,Nov-13,2690.04,,Dec-13,0
22048,871418,1085496,12000.0,12000.0,12000.0,60 months,17.49,301.41,9 years,MORTGAGE,65340.0,Source Verified,Sep-11,Fully Paid,debt_consolidation,973xx,OR,6.94,0.0,Sep-00,0.0,58.0,8.0,1.0,4904.0,52.70%,42.0,16825.98895,16825.99,12000.0,4825.99,Aug-14,6609.49,,Oct-14,0
16415,994525,1219155,4200.0,4200.0,4200.0,36 months,9.91,135.35,5 years,RENT,56650.0,Not Verified,Oct-11,Charged Off,other,919xx,CA,16.06,0.0,Jan-00,0.0,,5.0,0.0,3360.0,74.70%,37.0,1081.6,1081.6,828.07,253.53,Jul-12,135.35,,Jun-16,1
19259,664678,849869,19300.0,19300.0,19275.0,60 months,15.28,461.99,9 years,OWN,38600.0,Verified,Apr-11,Charged Off,debt_consolidation,913xx,CA,17.84,0.0,Jul-00,0.0,43.0,5.0,0.0,8009.0,55.60%,16.0,20868.4,20841.54,12227.05,7550.46,Dec-14,461.99,,Jun-16,1
31886,993597,1217949,10000.0,10000.0,10000.0,36 months,9.91,322.25,7 years,MORTGAGE,78000.0,Not Verified,Oct-11,Fully Paid,debt_consolidation,591xx,MT,15.42,1.0,May-01,0.0,21.0,12.0,0.0,8561.0,52.50%,43.0,11074.5847,11074.58,10000.0,1074.58,Mar-13,6244.27,,Aug-15,0
33926,534506,690793,6000.0,6000.0,6000.0,60 months,16.45,147.35,4 years,RENT,33600.0,Source Verified,Jun-10,Fully Paid,car,010xx,MA,1.13,1.0,Dec-00,1.0,6.0,3.0,1.0,693.0,77%,11.0,8534.647635,8534.65,6000.0,2534.65,Jun-14,469.03,,Jun-14,0
20232,728208,923868,14400.0,14400.0,14400.0,36 months,13.49,488.6,4 years,RENT,79820.0,Verified,May-11,Fully Paid,major_purchase,073xx,NJ,14.06,0.0,Feb-00,0.0,,25.0,0.0,10032.0,28.80%,42.0,17589.53347,17589.53,14400.0,3189.53,May-14,528.87,,Jun-16,0
13550,193871,190802,10000.0,10000.0,1775.0,36 months,14.07,342.12,8 years,MORTGAGE,46080.0,Not Verified,Jan-08,Does not meet the credit policy. Status:Fully Paid,medical,402xx,KY,25.91,0.0,Jun-97,3.0,36.0,14.0,0.0,14554.0,52%,32.0,12019.68973,2133.49,10000.0,2019.69,Jan-10,4153.82,Feb-10,Jun-16,0
2745,687235,877208,15000.0,15000.0,14998.63602,60 months,16.77,370.94,1 year,RENT,50207.0,Not Verified,Mar-11,Fully Paid,debt_consolidation,930xx,CA,21.32,0.0,May-99,1.0,,12.0,1.0,8319.0,54%,32.0,20513.75452,20510.7,15000.0,5513.75,Dec-13,8396.77,,Jun-16,0
11628,739925,937553,8000.0,8000.0,8000.0,60 months,15.28,191.5,1 year,RENT,53140.0,Source Verified,May-11,Fully Paid,credit_card,103xx,NY,12.19,0.0,May-01,2.0,65.0,5.0,0.0,221.0,11.60%,14.0,10931.04727,10931.05,8000.0,2931.05,Jul-14,3866.31,,May-15,0
5357,871812,1085913,31000.0,22550.0,22374.64969,60 months,13.99,524.59,3 years,MORTGAGE,43200.0,Source Verified,Sep-11,Charged Off,small_business,410xx,KY,13.78,0.0,Oct-94,1.0,,5.0,0.0,23522.0,70%,14.0,13639.34,13313.7,7887.55,5739.57,Nov-13,524.59,,Jun-16,1
15113,785008,988270,8500.0,8500.0,8500.0,36 months,5.42,256.36,4 years,RENT,44000.0,Not Verified,Jun-11,Fully Paid,debt_consolidation,974xx,OR,4.36,0.0,Jul-00,0.0,,7.0,0.0,3791.0,35.40%,13.0,9228.904229,9228.9,8500.0,728.9,Jul-14,268.72,,Mar-16,0
16701,452088,557651,20000.0,20000.0,19725.0,36 months,11.36,658.23,3 years,MORTGAGE,102000.0,Not Verified,Apr-10,Fully Paid,debt_consolidation,328xx,FL,6.05,0.0,Jun-99,1.0,,12.0,0.0,26247.0,46.60%,33.0,23604.46748,23279.91,20000.0,3604.47,Nov-12,3891.45,,Nov-12,0
25691,1004050,1230474,12000.0,12000.0,12000.0,36 months,7.9,375.49,< 1 year,MORTGAGE,65000.0,Source Verified,Oct-11,Fully Paid,debt_consolidation,902xx,CA,11.69,0.0,Sep-01,0.0,,9.0,0.0,16947.0,63.50%,20.0,13517.35861,13517.36,12000.0,1517.36,Nov-14,378.0,,Jun-16,0
15032,515283,666083,25000.0,15725.0,15725.0,36 months,11.36,517.51,4 years,RENT,63000.0,Not Verified,May-10,Fully Paid,debt_consolidation,160xx,PA,17.5,0.0,Dec-98,0.0,,6.0,0.0,14655.0,68.80%,18.0,18616.86924,18616.87,15725.0,2891.87,Mar-13,1552.7,,Mar-16,0
2309,419638,492480,10000.0,10000.0,9641.4,36 months,12.53,334.67,3 years,RENT,45996.0,Source Verified,Jul-09,Fully Paid,debt_consolidation,112xx,NY,8.9,0.0,Dec-03,2.0,,9.0,0.0,9158.0,52.30%,10.0,11652.33899,11174.38,10000.0,1652.34,Apr-11,4969.64,,Jun-16,0
32739,795883,1000637,6000.0,6000.0,6000.0,36 months,8.49,189.38,2 years,MORTGAGE,106000.0,Not Verified,Jun-11,Fully Paid,major_purchase,208xx,MD,10.8,0.0,Feb-94,2.0,,12.0,0.0,17819.0,46.80%,36.0,6628.803198,6628.8,6000.0,628.8,May-13,165.26,,May-16,0
26596,723341,918268,20000.0,20000.0,20000.0,60 months,18.99,518.71,4 years,RENT,71000.0,Verified,Apr-11,Fully Paid,debt_consolidation,212xx,MD,9.63,0.0,Jun-07,0.0,,8.0,0.0,7051.0,45.20%,11.0,28456.12221,28456.12,20000.0,8456.12,Mar-14,10377.75,,Mar-16,0
17980,597669,767141,7750.0,7750.0,7400.0,60 months,15.21,185.23,< 1 year,RENT,19992.0,Verified,Oct-10,Charged Off,debt_consolidation,701xx,LA,16.87,0.0,Jul-01,1.0,39.0,14.0,0.0,2225.0,21.20%,17.0,8328.07,7950.6,4876.78,3045.82,Jun-14,196.31,,Nov-14,1
12690,363701,373769,15000.0,15000.0,8433.301388,36 months,17.15,535.92,10+ years,RENT,74000.0,Verified,Dec-08,Fully Paid,debt_consolidation,112xx,NY,19.83,0.0,Oct-98,3.0,41.0,14.0,0.0,52639.0,79.20%,38.0,19292.71752,10524.47,15000.0,4292.72,Dec-11,549.69,,Feb-15,0
16201,625317,801380,12000.0,12000.0,11900.0,60 months,13.35,275.2,10+ years,RENT,80000.0,Verified,Dec-10,Fully Paid,debt_consolidation,100xx,NY,14.76,0.0,Nov-98,0.0,,8.0,0.0,16537.0,83.50%,25.0,12900.77845,12793.27,12000.0,900.78,Jul-11,11255.21,,Sep-15,0
6825,734657,931197,3000.0,3000.0,2975.0,36 months,5.79,90.99,4 years,RENT,23000.0,Verified,Apr-11,Fully Paid,debt_consolidation,610xx,IL,14.5,0.0,Jun-94,1.0,,5.0,0.0,2322.0,18.90%,21.0,3275.272613,3247.98,3000.0,275.27,May-14,108.32,,May-14,0
16380,645882,826408,9000.0,9000.0,9000.0,36 months,12.61,301.56,1 year,RENT,40000.0,Not Verified,Jan-11,Fully Paid,credit_card,850xx,AZ,21.72,1.0,Feb-04,0.0,2.0,9.0,0.0,10042.0,31.40%,12.0,10856.26108,10856.26,9000.0,1856.26,Jan-14,321.1,,Jan-14,0
14655,752995,952621,22325.0,14350.0,14050.0,60 months,16.49,352.72,3 years,MORTGAGE,38496.0,Verified,May-11,Charged Off,debt_consolidation,347xx,FL,16.46,0.0,Oct-99,0.0,,4.0,0.0,22956.0,92.60%,19.0,11169.96,10936.09,5248.7,4626.78,Oct-13,35.56,,Mar-14,1
27192,661225,845650,10000.0,10000.0,10000.0,36 months,5.79,303.27,3 years,MORTGAGE,137004.0,Not Verified,Jan-11,Fully Paid,debt_consolidation,085xx,NJ,13.02,0.0,Dec-85,1.0,,20.0,0.0,18623.0,28.80%,50.0,10648.80973,10648.81,10000.0,648.81,Jul-12,5806.69,,Jul-12,0
27846,219070,219037,6000.0,6000.0,4350.0,36 months,10.46,194.91,2 years,RENT,50000.0,Not Verified,Feb-08,Fully Paid,car,814xx,CO,5.06,0.0,Nov-95,1.0,56.0,16.0,0.0,9516.0,63.40%,21.0,6981.616732,5061.67,6000.0,981.62,Sep-10,14.2,,Sep-10,0
15657,664202,849294,6000.0,6000.0,6000.0,36 months,12.68,201.25,5 years,RENT,90000.0,Source Verified,Feb-11,Charged Off,credit_card,900xx,CA,7.51,0.0,Dec-89,1.0,,2.0,0.0,14995.0,96.70%,16.0,4829.83,4829.83,3728.32,1082.24,Feb-13,201.25,,Jun-16,1
33123,538947,696033,12000.0,12000.0,11450.0,36 months,10.75,391.45,2 years,RENT,56000.0,Source Verified,Jul-10,Fully Paid,credit_card,366xx,AL,23.59,0.0,Oct-02,0.0,,15.0,0.0,20685.0,57.90%,26.0,14092.53995,13446.63,12000.0,2092.54,Jul-13,418.91,,Jun-16,0
27239,785057,988324,3000.0,3000.0,3000.0,36 months,10.59,97.64,3 years,RENT,18000.0,Verified,Jun-11,Fully Paid,debt_consolidation,953xx,CA,4.13,0.0,Sep-05,0.0,37.0,7.0,0.0,781.0,23%,15.0,3514.81627,3514.82,3000.0,514.82,Jul-14,105.95,,Jul-14,0
20371,854145,1066374,5500.0,5500.0,5500.0,36 months,16.49,194.7,3 years,RENT,50052.0,Not Verified,Aug-11,Fully Paid,debt_consolidation,100xx,NY,5.73,0.0,Aug-04,1.0,,3.0,0.0,9572.0,98.70%,4.0,7009.061552,7009.06,5500.0,1509.06,Sep-14,203.43,,Jun-15,0
31181,756487,956433,6600.0,6600.0,6600.0,60 months,22.48,184.1,2 years,RENT,38480.0,Source Verified,May-11,Fully Paid,vacation,350xx,AL,6.58,0.0,May-96,0.0,33.0,3.0,1.0,6593.0,63.40%,8.0,9697.160007,9697.16,6600.0,3097.16,Jun-15,62.19,,Jun-16,0
31517,750061,949351,28500.0,17700.0,17675.0,60 months,19.29,461.98,7 years,MORTGAGE,56400.0,Verified,May-11,Fully Paid,house,285xx,NC,0.77,0.0,Oct-02,0.0,36.0,4.0,0.0,1258.0,6.60%,21.0,23843.60168,23809.92,17700.0,6143.6,Jun-13,12764.75,,Nov-13,0
76,1048392,1279717,10000.0,10000.0,9950.0,36 months,15.27,347.98,< 1 year,RENT,64000.0,Verified,Dec-11,Fully Paid,debt_consolidation,208xx,MD,3.64,0.0,Feb-02,3.0,,3.0,1.0,6565.0,69.10%,10.0,12527.15,12464.51,10000.0,2527.15,Dec-14,371.66,,Feb-15,0
28272,521181,673933,11000.0,11000.0,10777.6904,36 months,16.07,387.11,3 years,RENT,62304.0,Not Verified,May-10,Fully Paid,debt_consolidation,070xx,NJ,17.74,1.0,Feb-01,0.0,16.0,4.0,0.0,9094.0,91.90%,13.0,13956.12592,13634.42,11000.0,2936.77,Jun-13,416.4,,Jan-14,0
18127,708720,901243,12000.0,12000.0,11950.0,60 months,15.28,287.25,8 years,MORTGAGE,50000.0,Not Verified,Mar-11,Fully Paid,small_business,282xx,NC,20.45,0.0,Apr-96,2.0,,6.0,0.0,30376.0,94.30%,27.0,17188.42999,17116.81,12000.0,5188.43,Nov-15,1676.93,,Feb-16,0
11014,805466,1011500,15000.0,15000.0,15000.0,60 months,10.99,326.07,8 years,MORTGAGE,80000.0,Not Verified,Jul-11,Fully Paid,other,480xx,MI,7.38,0.0,Sep-98,0.0,,5.0,0.0,408.0,2.90%,16.0,16530.99088,16530.99,15000.0,1530.99,Aug-12,12955.69,,Aug-12,0
29865,540719,698064,3000.0,3000.0,3000.0,36 months,14.35,103.05,2 years,MORTGAGE,31000.0,Not Verified,Jul-10,Does not meet the credit policy. Status:Charged Off,home_improvement,480xx,MI,5.26,0.0,Nov-96,4.0,80.0,7.0,1.0,3826.0,84.40%,15.0,2636.38,2636.38,1936.07,629.68,Aug-12,103.05,Jan-13,Feb-13,1
29682,695499,886575,13000.0,13000.0,12950.0,36 months,7.29,403.13,10+ years,OWN,40000.0,Not Verified,Mar-11,Fully Paid,debt_consolidation,155xx,PA,7.68,0.0,Mar-97,0.0,,4.0,0.0,13067.0,34.90%,21.0,13639.26179,13586.8,13000.0,639.26,Dec-11,10422.89,,Jan-12,0
1189,418079,487756,2000.0,2000.0,1950.0,36 months,14.42,68.77,2 years,MORTGAGE,29000.0,Not Verified,Jun-09,Does not meet the credit policy. Status:Fully Paid,other,333xx,FL,1.61,0.0,Jun-06,6.0,,5.0,0.0,1806.0,34.70%,5.0,2486.061309,2423.91,2000.0,471.06,May-12,32.49,Jun-12,May-12,0
21466,862589,1075635,30000.0,30000.0,30000.0,36 months,17.99,1084.43,4 years,MORTGAGE,124000.0,Verified,Sep-11,Fully Paid,debt_consolidation,801xx,CO,19.95,0.0,Jul-94,0.0,,16.0,1.0,31595.0,85.90%,41.0,39039.07237,39039.07,30000.0,9039.07,Sep-14,1112.78,,Sep-14,0
14757,373982,394029,15000.0,15000.0,8660.595457,36 months,11.58,495.21,1 year,MORTGAGE,75333.0,Verified,Jan-09,Fully Paid,car,920xx,CA,9.81,1.0,Apr-91,0.0,21.0,10.0,1.0,4218.0,1.40%,20.0,17827.18655,9836.82,14999.98,2827.21,Feb-12,509.56,,Jan-12,0
37009,451548,556376,15000.0,15000.0,14953.28339,36 months,19.82,556.1,10+ years,RENT,43680.0,Not Verified,Oct-09,Fully Paid,debt_consolidation,949xx,CA,5.22,0.0,Jun-05,1.0,,4.0,0.0,12390.0,98.30%,6.0,17798.82352,17732.2,14999.99,2798.83,Dec-10,11138.41,,Jun-16,0
29725,987346,1211569,14000.0,14000.0,13950.0,36 months,6.03,426.1,2 years,RENT,69000.0,Source Verified,Oct-11,Fully Paid,debt_consolidation,100xx,NY,5.34,0.0,Jan-75,0.0,,9.0,0.0,8739.0,27.30%,16.0,14784.22631,14731.43,14000.0,784.23,Mar-13,4396.65,,Dec-15,0
12681,822314,1030742,5000.0,5000.0,5000.0,60 months,13.99,116.32,2 years,MORTGAGE,36996.0,Source Verified,Jul-11,Charged Off,debt_consolidation,285xx,NC,11.29,1.0,Jan-02,2.0,10.0,5.0,0.0,1073.0,9.20%,5.0,338.19,338.19,57.88,58.14,Sep-11,116.32,,May-15,1
21854,636114,814895,6900.0,6900.0,6900.0,60 months,10.37,147.87,6 years,RENT,29000.0,Source Verified,Jan-11,Fully Paid,debt_consolidation,184xx,PA,22.01,0.0,Dec-92,0.0,,21.0,0.0,7094.0,29.40%,44.0,7133.988495,7133.99,6900.0,233.99,Jun-11,6692.51,,Jun-16,0
12979,486646,620224,12000.0,12000.0,10900.0,36 months,7.88,375.37,10+ years,MORTGAGE,105000.0,Not Verified,Feb-10,Fully Paid,debt_consolidation,117xx,NY,4.97,0.0,Aug-92,0.0,,12.0,0.0,0.0,0%,38.0,12814.50696,11639.89,12000.0,814.51,Mar-11,8692.19,,Jul-13,0
26864,1069287,1304171,10000.0,10000.0,10000.0,36 months,6.03,304.36,10+ years,RENT,60000.0,Not Verified,Dec-11,Fully Paid,credit_card,067xx,CT,12.74,0.0,Sep-92,1.0,,11.0,0.0,14019.0,19.50%,18.0,10282.70571,10282.71,10000.0,282.71,Jul-12,8762.05,,Jun-16,0
8231,579272,744771,15000.0,15000.0,14975.0,60 months,21.27,408.09,4 years,RENT,110000.0,Verified,Sep-10,Fully Paid,credit_card,070xx,NJ,11.17,0.0,Nov-03,0.0,56.0,7.0,0.0,12708.0,83.60%,10.0,24484.55035,24443.74,15000.0,9484.55,Oct-15,409.04,,Dec-15,0
27649,554689,714480,8000.0,8000.0,8000.0,36 months,15.21,278.15,10+ years,RENT,125000.0,Source Verified,Jul-10,Fully Paid,debt_consolidation,752xx,TX,18.39,0.0,Jul-90,2.0,,17.0,0.0,5775.0,79.10%,32.0,9746.080888,9746.08,8000.0,1746.08,Aug-12,3220.23,,Jun-16,0
20556,763366,963980,2100.0,2100.0,2100.0,36 months,8.49,66.29,< 1 year,OWN,21600.0,Source Verified,Jun-11,Fully Paid,car,554xx,MN,17.83,0.0,May-99,1.0,,4.0,0.0,11628.0,26%,6.0,2386.117322,2386.12,2100.0,286.12,Jul-14,79.09,,May-16,0
25301,520859,673410,5000.0,5000.0,4925.0,36 months,13.11,168.74,7 years,RENT,26400.0,Verified,May-10,Charged Off,vacation,945xx,CA,11.86,1.0,Jun-02,1.0,18.0,4.0,0.0,75.0,25%,9.0,551.6,543.31,228.97,107.77,Aug-10,168.74,,Jan-11,1
15500,606881,778535,18000.0,11350.0,11236.61,60 months,6.54,222.29,3 years,MORTGAGE,35000.0,Source Verified,Nov-10,Fully Paid,debt_consolidation,852xx,AZ,6.55,0.0,Dec-96,1.0,,12.0,0.0,14126.0,21.90%,39.0,11981.56493,11824.88,11350.0,631.57,Oct-11,9763.17,,Dec-11,0
27993,426909,504217,11000.0,11000.0,10687.46581,36 months,14.61,379.23,5 years,RENT,69000.0,Verified,Aug-09,Fully Paid,debt_consolidation,200xx,DC,12.7,0.0,Dec-79,0.0,41.0,15.0,0.0,21479.0,82.30%,22.0,13652.09919,13259.2,11000.0,2652.1,Aug-12,397.12,,Sep-15,0
19842,965640,1186274,12000.0,12000.0,12000.0,60 months,14.65,283.28,< 1 year,MORTGAGE,81996.0,Source Verified,Oct-11,Current,debt_consolidation,913xx,CA,10.13,0.0,Dec-99,2.0,38.0,11.0,0.0,4842.0,32.70%,22.0,15862.84,15862.84,10900.22,4962.62,Jun-16,283.28,Jul-16,Jun-16,0
16972,604879,775985,5000.0,5000.0,5000.0,36 months,14.09,171.11,1 year,OWN,23040.0,Not Verified,Oct-10,Fully Paid,debt_consolidation,123xx,NY,9.22,0.0,Mar-05,0.0,33.0,6.0,0.0,5345.0,89.10%,10.0,6160.822405,6160.82,5000.0,1160.82,Nov-13,189.01,,Dec-14,0
3078,618265,792574,6250.0,6250.0,5412.334183,36 months,5.79,189.55,,MORTGAGE,15600.0,Not Verified,Dec-10,Fully Paid,debt_consolidation,499xx,MI,15.0,0.0,Mar-93,2.0,73.0,9.0,0.0,7878.0,43.80%,26.0,6823.55603,5841.74,6250.0,573.56,Dec-13,197.19,,Jun-16,0
7410,603756,774690,25000.0,25000.0,24762.89,36 months,9.62,802.23,2 years,RENT,102000.0,Verified,Oct-10,Fully Paid,debt_consolidation,100xx,NY,18.42,0.0,Sep-82,0.0,,9.0,0.0,25783.0,64.60%,30.0,27836.81783,27520.75,25000.0,2836.82,May-12,14207.39,,Feb-16,0
22930,511339,660485,7000.0,7000.0,7000.0,36 months,14.22,239.99,3 years,RENT,56004.0,Source Verified,May-10,Fully Paid,debt_consolidation,337xx,FL,16.99,0.0,Jul-00,0.0,35.0,11.0,0.0,17905.0,50.40%,20.0,8090.97252,8090.97,7000.0,1090.97,Sep-11,4502.49,,Jun-16,0
28087,479556,609369,20000.0,20000.0,19688.12105,36 months,12.73,671.33,1 year,MORTGAGE,75000.0,Not Verified,Jan-10,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,352xx,AL,18.74,0.0,Aug-03,4.0,,8.0,0.0,32837.0,64.80%,19.0,24168.7064,23790.41,20000.0,4168.71,Feb-13,713.49,Mar-13,Jun-16,0
27930,1062399,1294261,18000.0,18000.0,17975.0,60 months,17.27,449.97,1 year,MORTGAGE,62000.0,Verified,Dec-11,Charged Off,debt_consolidation,234xx,VA,7.82,0.0,Aug-88,2.0,61.0,8.0,0.0,11273.0,86.70%,30.0,20808.83,20780.01,11594.61,8172.87,Aug-15,449.97,,Mar-16,1
11568,400775,444464,5500.0,5500.0,5475.0,36 months,12.53,184.07,2 years,RENT,30996.0,Not Verified,May-09,Fully Paid,debt_consolidation,917xx,CA,15.21,0.0,May-04,0.0,,11.0,0.0,3795.0,32.70%,18.0,6620.647808,6590.55,5500.0,1120.65,Mar-12,565.56,,Jun-16,0
18458,682212,871346,10575.0,10575.0,10575.0,60 months,14.17,247.0,1 year,MORTGAGE,28000.0,Not Verified,Apr-11,Fully Paid,small_business,439xx,OH,22.24,0.0,Feb-95,1.0,80.0,8.0,1.0,457.0,30.50%,16.0,13692.36678,13692.37,10575.0,3117.37,Nov-13,6300.47,,Dec-13,0
17075,874604,1089085,15000.0,15000.0,15000.0,36 months,14.65,517.42,7 years,MORTGAGE,120000.0,Not Verified,Oct-11,Fully Paid,debt_consolidation,770xx,TX,9.49,0.0,Feb-04,2.0,50.0,18.0,0.0,13345.0,21.60%,36.0,16641.48999,16641.49,15000.0,1641.49,Aug-12,11988.25,,Mar-13,0
11343,889794,1106358,3600.0,3600.0,3600.0,60 months,19.42,94.22,6 years,OWN,21456.0,Source Verified,Sep-11,Charged Off,other,770xx,TX,4.14,0.0,Sep-04,0.0,,2.0,0.0,1980.0,79.20%,3.0,299.15,299.15,35.8,58.0,Nov-11,94.22,,Apr-12,1
35540,560965,721975,6000.0,6000.0,5900.0,36 months,11.12,196.78,6 years,RENT,31680.0,Not Verified,Aug-10,Fully Paid,debt_consolidation,488xx,MI,11.02,1.0,Nov-95,3.0,3.0,7.0,0.0,4293.0,29.60%,25.0,6925.307044,6809.89,6000.0,925.31,Jul-12,2614.04,,Jul-15,0
8369,885675,1101389,35000.0,27400.0,27206.59897,60 months,11.71,605.5,3 years,MORTGAGE,100000.0,Source Verified,Sep-11,Fully Paid,small_business,342xx,FL,5.15,0.0,Nov-97,0.0,,9.0,0.0,692.0,1.60%,24.0,36252.15004,35920.75,27400.0,8852.15,May-16,3555.15,,May-16,0
6979,551696,710964,5000.0,5000.0,4975.0,60 months,15.95,121.46,2 years,RENT,35000.0,Verified,Jul-10,Fully Paid,debt_consolidation,161xx,PA,15.77,0.0,Oct-05,1.0,,9.0,0.0,1543.0,28.10%,12.0,7112.18,7076.62,5000.0,2112.18,Feb-15,16.83,,Jun-16,0
26167,685037,874570,10000.0,10000.0,9960.399709,60 months,15.65,241.33,8 years,RENT,30000.0,Source Verified,Feb-11,Fully Paid,debt_consolidation,958xx,CA,16.68,0.0,Aug-02,1.0,,5.0,0.0,6770.0,53.70%,11.0,14280.58,14195.53,10000.0,4280.58,Mar-15,2951.42,,Apr-15,0
21680,568327,731135,8000.0,8000.0,8000.0,36 months,16.45,283.04,1 year,RENT,96000.0,Verified,Sep-10,Fully Paid,small_business,300xx,GA,0.25,1.0,Mar-07,1.0,17.0,7.0,0.0,1374.0,12.90%,8.0,8716.610096,8716.61,8000.0,716.61,Apr-11,7023.79,,Apr-11,0
7389,745918,944554,13000.0,13000.0,12950.0,36 months,8.49,410.32,< 1 year,MORTGAGE,222000.0,Source Verified,May-11,Fully Paid,home_improvement,760xx,TX,4.6,0.0,Oct-01,1.0,,5.0,0.0,1245.0,49.80%,21.0,14771.42817,14714.61,13000.0,1771.43,May-14,458.2,,May-14,0
